# Lensing power spectrum, taken from the Planck PR2
# We extrapolated the multipoles 0-7 because they are set to zero
# in the original release
Cl,Nl,ell
4.1967e-09,3.3923e-06,1.7210e+03
4.1923e-09,3.3945e-06,1.7220e+03
4.1881e-09,3.3967e-06,1.7230e+03
4.1837e-09,3.3989e-06,1.7240e+03
4.1794e-09,3.4011e-06,1.7250e+03
4.1750e-09,3.4033e-06,1.7260e+03
4.1708e-09,3.4055e-06,1.7270e+03
4.1665e-09,3.4078e-06,1.7280e+03
4.1623e-09,3.4101e-06,1.7290e+03
4.1579e-09,3.4124e-06,1.7300e+03
4.1537e-09,3.4146e-06,1.7310e+03
4.1494e-09,3.4169e-06,1.7320e+03
4.1452e-09,3.4192e-06,1.7330e+03
4.1409e-09,3.4215e-06,1.7340e+03
4.1367e-09,3.4237e-06,1.7350e+03
4.1325e-09,3.4260e-06,1.7360e+03
4.1282e-09,3.4282e-06,1.7370e+03
4.1240e-09,3.4304e-06,1.7380e+03
4.1199e-09,3.4325e-06,1.7390e+03
4.1156e-09,3.4346e-06,1.7400e+03
4.1114e-09,3.4368e-06,1.7410e+03
4.1072e-09,3.4388e-06,1.7420e+03
4.1031e-09,3.4409e-06,1.7430e+03
4.0988e-09,3.4430e-06,1.7440e+03
4.0946e-09,3.4451e-06,1.7450e+03
4.0905e-09,3.4471e-06,1.7460e+03
4.0863e-09,3.4492e-06,1.7470e+03
4.0822e-09,3.4513e-06,1.7480e+03
4.0781e-09,3.4534e-06,1.7490e+03
4.0739e-09,3.4556e-06,1.7500e+03
4.0698e-09,3.4578e-06,1.7510e+03
4.0655e-09,3.4600e-06,1.7520e+03
4.0615e-09,3.4623e-06,1.7530e+03
4.0574e-09,3.4646e-06,1.7540e+03
4.0533e-09,3.4670e-06,1.7550e+03
4.0492e-09,3.4694e-06,1.7560e+03
4.0451e-09,3.4719e-06,1.7570e+03
4.0409e-09,3.4744e-06,1.7580e+03
4.0368e-09,3.4769e-06,1.7590e+03
4.0327e-09,3.4795e-06,1.7600e+03
4.0286e-09,3.4821e-06,1.7610e+03
4.0247e-09,3.4847e-06,1.7620e+03
4.0206e-09,3.4873e-06,1.7630e+03
4.0165e-09,3.4900e-06,1.7640e+03
4.0124e-09,3.4927e-06,1.7650e+03
4.0084e-09,3.4954e-06,1.7660e+03
4.0044e-09,3.4981e-06,1.7670e+03
4.0003e-09,3.5008e-06,1.7680e+03
3.9963e-09,3.5035e-06,1.7690e+03
3.9923e-09,3.5062e-06,1.7700e+03
3.9883e-09,3.5089e-06,1.7710e+03
3.9842e-09,3.5115e-06,1.7720e+03
3.9802e-09,3.5142e-06,1.7730e+03
3.9762e-09,3.5169e-06,1.7740e+03
3.9722e-09,3.5196e-06,1.7750e+03
3.9683e-09,3.5223e-06,1.7760e+03
3.9642e-09,3.5250e-06,1.7770e+03
3.9603e-09,3.5277e-06,1.7780e+03
3.9564e-09,3.5303e-06,1.7790e+03
3.9524e-09,3.5330e-06,1.7800e+03
3.9484e-09,3.5356e-06,1.7810e+03
3.9444e-09,3.5383e-06,1.7820e+03
3.9405e-09,3.5409e-06,1.7830e+03
3.9366e-09,3.5435e-06,1.7840e+03
3.9326e-09,3.5462e-06,1.7850e+03
3.9287e-09,3.5488e-06,1.7860e+03
3.9248e-09,3.5514e-06,1.7870e+03
3.9209e-09,3.5541e-06,1.7880e+03
3.9169e-09,3.5567e-06,1.7890e+03
3.9130e-09,3.5594e-06,1.7900e+03
3.9091e-09,3.5621e-06,1.7910e+03
3.9053e-09,3.5648e-06,1.7920e+03
3.9014e-09,3.5676e-06,1.7930e+03
3.8975e-09,3.5704e-06,1.7940e+03
3.8935e-09,3.5732e-06,1.7950e+03
3.8898e-09,3.5761e-06,1.7960e+03
3.8858e-09,3.5791e-06,1.7970e+03
3.8819e-09,3.5821e-06,1.7980e+03
3.8781e-09,3.5852e-06,1.7990e+03
3.8742e-09,3.5883e-06,1.8000e+03
3.8704e-09,3.5915e-06,1.8010e+03
3.8667e-09,3.5948e-06,1.8020e+03
3.8627e-09,3.5982e-06,1.8030e+03
3.8590e-09,3.6016e-06,1.8040e+03
3.8550e-09,3.6051e-06,1.8050e+03
3.8513e-09,3.6086e-06,1.8060e+03
3.8475e-09,3.6122e-06,1.8070e+03
3.8437e-09,3.6158e-06,1.8080e+03
3.8398e-09,3.6195e-06,1.8090e+03
3.8360e-09,3.6232e-06,1.8100e+03
3.8323e-09,3.6270e-06,1.8110e+03
3.8285e-09,3.6307e-06,1.8120e+03
3.8247e-09,3.6345e-06,1.8130e+03
3.8210e-09,3.6382e-06,1.8140e+03
3.8172e-09,3.6420e-06,1.8150e+03
3.8134e-09,3.6457e-06,1.8160e+03
3.8097e-09,3.6494e-06,1.8170e+03
3.8059e-09,3.6531e-06,1.8180e+03
3.8021e-09,3.6568e-06,1.8190e+03
3.7985e-09,3.6604e-06,1.8200e+03
3.7947e-09,3.6640e-06,1.8210e+03
3.7910e-09,3.6675e-06,1.8220e+03
3.7872e-09,3.6710e-06,1.8230e+03
3.7836e-09,3.6745e-06,1.8240e+03
3.7798e-09,3.6779e-06,1.8250e+03
3.7760e-09,3.6813e-06,1.8260e+03
3.7724e-09,3.6847e-06,1.8270e+03
3.7687e-09,3.6881e-06,1.8280e+03
3.7650e-09,3.6914e-06,1.8290e+03
3.7613e-09,3.6948e-06,1.8300e+03
3.7577e-09,3.6981e-06,1.8310e+03
3.7539e-09,3.7015e-06,1.8320e+03
3.7503e-09,3.7048e-06,1.8330e+03
3.7467e-09,3.7082e-06,1.8340e+03
3.7429e-09,3.7116e-06,1.8350e+03
3.7393e-09,3.7151e-06,1.8360e+03
3.7357e-09,3.7186e-06,1.8370e+03
3.7321e-09,3.7221e-06,1.8380e+03
3.7284e-09,3.7256e-06,1.8390e+03
3.7247e-09,3.7292e-06,1.8400e+03
3.7211e-09,3.7329e-06,1.8410e+03
3.7174e-09,3.7366e-06,1.8420e+03
3.7138e-09,3.7403e-06,1.8430e+03
3.7102e-09,3.7440e-06,1.8440e+03
3.7066e-09,3.7478e-06,1.8450e+03
3.7030e-09,3.7517e-06,1.8460e+03
3.6994e-09,3.7555e-06,1.8470e+03
3.6958e-09,3.7594e-06,1.8480e+03
3.6923e-09,3.7633e-06,1.8490e+03
3.6887e-09,3.7672e-06,1.8500e+03
3.6851e-09,3.7711e-06,1.8510e+03
3.6815e-09,3.7750e-06,1.8520e+03
3.6779e-09,3.7789e-06,1.8530e+03
3.6744e-09,3.7827e-06,1.8540e+03
3.6708e-09,3.7865e-06,1.8550e+03
3.6672e-09,3.7903e-06,1.8560e+03
3.6637e-09,3.7941e-06,1.8570e+03
3.6601e-09,3.7978e-06,1.8580e+03
3.6567e-09,3.8015e-06,1.8590e+03
3.6530e-09,3.8051e-06,1.8600e+03
3.6496e-09,3.8086e-06,1.8610e+03
3.6460e-09,3.8121e-06,1.8620e+03
3.6425e-09,3.8155e-06,1.8630e+03
3.6391e-09,3.8188e-06,1.8640e+03
3.6355e-09,3.8221e-06,1.8650e+03
3.6320e-09,3.8254e-06,1.8660e+03
3.6285e-09,3.8285e-06,1.8670e+03
3.6249e-09,3.8316e-06,1.8680e+03
3.6215e-09,3.8347e-06,1.8690e+03
3.6180e-09,3.8377e-06,1.8700e+03
3.6146e-09,3.8406e-06,1.8710e+03
3.6111e-09,3.8435e-06,1.8720e+03
3.6076e-09,3.8463e-06,1.8730e+03
3.6042e-09,3.8491e-06,1.8740e+03
3.6006e-09,3.8518e-06,1.8750e+03
3.5971e-09,3.8545e-06,1.8760e+03
3.5937e-09,3.8571e-06,1.8770e+03
3.5904e-09,3.8598e-06,1.8780e+03
3.5869e-09,3.8624e-06,1.8790e+03
3.5835e-09,3.8649e-06,1.8800e+03
3.5800e-09,3.8675e-06,1.8810e+03
3.5765e-09,3.8700e-06,1.8820e+03
3.5731e-09,3.8725e-06,1.8830e+03
3.5696e-09,3.8750e-06,1.8840e+03
3.5663e-09,3.8775e-06,1.8850e+03
3.5629e-09,3.8800e-06,1.8860e+03
3.5594e-09,3.8825e-06,1.8870e+03
3.5561e-09,3.8850e-06,1.8880e+03
3.5527e-09,3.8875e-06,1.8890e+03
3.5494e-09,3.8900e-06,1.8900e+03
3.5459e-09,3.8925e-06,1.8910e+03
3.5425e-09,3.8949e-06,1.8920e+03
3.5392e-09,3.8974e-06,1.8930e+03
3.5357e-09,3.8999e-06,1.8940e+03
3.5324e-09,3.9023e-06,1.8950e+03
3.5291e-09,3.9048e-06,1.8960e+03
3.5257e-09,3.9072e-06,1.8970e+03
3.5224e-09,3.9096e-06,1.8980e+03
3.5191e-09,3.9121e-06,1.8990e+03
3.5156e-09,3.9145e-06,1.9000e+03
3.5123e-09,3.9168e-06,1.9010e+03
3.5090e-09,3.9192e-06,1.9020e+03
3.5057e-09,3.9215e-06,1.9030e+03
3.5022e-09,3.9238e-06,1.9040e+03
3.4989e-09,3.9261e-06,1.9050e+03
3.4957e-09,3.9283e-06,1.9060e+03
3.4924e-09,3.9305e-06,1.9070e+03
3.4891e-09,3.9326e-06,1.9080e+03
3.4858e-09,3.9347e-06,1.9090e+03
3.4825e-09,3.9367e-06,1.9100e+03
3.4792e-09,3.9386e-06,1.9110e+03
3.4759e-09,3.9405e-06,1.9120e+03
3.4726e-09,3.9424e-06,1.9130e+03
3.4693e-09,3.9441e-06,1.9140e+03
3.4660e-09,3.9458e-06,1.9150e+03
3.4627e-09,3.9474e-06,1.9160e+03
3.4595e-09,3.9489e-06,1.9170e+03
3.4562e-09,3.9504e-06,1.9180e+03
3.4529e-09,3.9518e-06,1.9190e+03
3.4496e-09,3.9531e-06,1.9200e+03
3.4465e-09,3.9543e-06,1.9210e+03
3.4432e-09,3.9554e-06,1.9220e+03
3.4399e-09,3.9565e-06,1.9230e+03
3.4367e-09,3.9575e-06,1.9240e+03
3.4334e-09,3.9584e-06,1.9250e+03
3.4303e-09,3.9592e-06,1.9260e+03
3.4270e-09,3.9600e-06,1.9270e+03
3.4239e-09,3.9608e-06,1.9280e+03
3.4206e-09,3.9615e-06,1.9290e+03
3.4174e-09,3.9621e-06,1.9300e+03
3.4141e-09,3.9627e-06,1.9310e+03
3.4110e-09,3.9632e-06,1.9320e+03
3.4077e-09,3.9637e-06,1.9330e+03
3.4045e-09,3.9641e-06,1.9340e+03
3.4014e-09,3.9645e-06,1.9350e+03
3.3981e-09,3.9649e-06,1.9360e+03
3.3950e-09,3.9653e-06,1.9370e+03
3.3918e-09,3.9656e-06,1.9380e+03
3.3887e-09,3.9659e-06,1.9390e+03
3.3855e-09,3.9662e-06,1.9400e+03
3.3822e-09,3.9665e-06,1.9410e+03
3.3791e-09,3.9668e-06,1.9420e+03
3.3760e-09,3.9670e-06,1.9430e+03
3.3728e-09,3.9673e-06,1.9440e+03
3.3697e-09,3.9675e-06,1.9450e+03
3.3665e-09,3.9677e-06,1.9460e+03
3.3634e-09,3.9680e-06,1.9470e+03
3.3602e-09,3.9682e-06,1.9480e+03
3.3571e-09,3.9683e-06,1.9490e+03
3.3540e-09,3.9685e-06,1.9500e+03
3.3508e-09,3.9687e-06,1.9510e+03
3.3477e-09,3.9688e-06,1.9520e+03
3.3447e-09,3.9689e-06,1.9530e+03
3.3416e-09,3.9690e-06,1.9540e+03
3.3384e-09,3.9691e-06,1.9550e+03
3.3353e-09,3.9691e-06,1.9560e+03
3.3321e-09,3.9691e-06,1.9570e+03
3.3291e-09,3.9691e-06,1.9580e+03
3.3260e-09,3.9690e-06,1.9590e+03
3.3229e-09,3.9689e-06,1.9600e+03
3.3199e-09,3.9688e-06,1.9610e+03
3.3167e-09,3.9686e-06,1.9620e+03
3.3138e-09,3.9683e-06,1.9630e+03
3.3106e-09,3.9680e-06,1.9640e+03
3.3076e-09,3.9677e-06,1.9650e+03
3.3045e-09,3.9673e-06,1.9660e+03
3.3015e-09,3.9669e-06,1.9670e+03
3.2984e-09,3.9664e-06,1.9680e+03
3.2954e-09,3.9659e-06,1.9690e+03
3.2922e-09,3.9653e-06,1.9700e+03
3.2892e-09,3.9647e-06,1.9710e+03
3.2861e-09,3.9640e-06,1.9720e+03
3.2831e-09,3.9633e-06,1.9730e+03
3.2801e-09,3.9625e-06,1.9740e+03
3.2772e-09,3.9617e-06,1.9750e+03
3.2740e-09,3.9609e-06,1.9760e+03
3.2710e-09,3.9600e-06,1.9770e+03
3.2680e-09,3.9591e-06,1.9780e+03
3.2651e-09,3.9581e-06,1.9790e+03
3.2621e-09,3.9571e-06,1.9800e+03
3.2589e-09,3.9561e-06,1.9810e+03
3.2559e-09,3.9550e-06,1.9820e+03
3.2530e-09,3.9540e-06,1.9830e+03
3.2500e-09,3.9528e-06,1.9840e+03
3.2470e-09,3.9517e-06,1.9850e+03
3.2440e-09,3.9505e-06,1.9860e+03
3.2410e-09,3.9494e-06,1.9870e+03
3.2380e-09,3.9482e-06,1.9880e+03
3.2351e-09,3.9470e-06,1.9890e+03
3.2321e-09,3.9458e-06,1.9900e+03
3.2291e-09,3.9446e-06,1.9910e+03
3.2263e-09,3.9434e-06,1.9920e+03
3.2233e-09,3.9422e-06,1.9930e+03
3.2203e-09,3.9410e-06,1.9940e+03
3.2173e-09,3.9398e-06,1.9950e+03
3.2143e-09,3.9386e-06,1.9960e+03
3.2115e-09,3.9375e-06,1.9970e+03
3.2085e-09,3.9364e-06,1.9980e+03
3.2055e-09,3.9353e-06,1.9990e+03
3.2027e-09,3.9342e-06,2.0000e+03
3.1997e-09,3.9331e-06,2.0010e+03
3.1967e-09,3.9320e-06,2.0020e+03
3.1939e-09,3.9309e-06,2.0030e+03
3.1909e-09,3.9299e-06,2.0040e+03
3.1881e-09,3.9288e-06,2.0050e+03
3.1851e-09,3.9277e-06,2.0060e+03
3.1823e-09,3.9266e-06,2.0070e+03
3.1793e-09,3.9255e-06,2.0080e+03
3.1765e-09,3.9243e-06,2.0090e+03
3.1735e-09,3.9232e-06,2.0100e+03
3.1707e-09,3.9220e-06,2.0110e+03
3.1677e-09,3.9208e-06,2.0120e+03
3.1648e-09,3.9195e-06,2.0130e+03
3.1620e-09,3.9182e-06,2.0140e+03
3.1590e-09,3.9169e-06,2.0150e+03
3.1562e-09,3.9155e-06,2.0160e+03
3.1534e-09,3.9142e-06,2.0170e+03
3.1505e-09,3.9128e-06,2.0180e+03
3.1476e-09,3.9114e-06,2.0190e+03
3.1447e-09,3.9099e-06,2.0200e+03
3.1419e-09,3.9085e-06,2.0210e+03
3.1391e-09,3.9070e-06,2.0220e+03
3.1363e-09,3.9056e-06,2.0230e+03
3.1334e-09,3.9041e-06,2.0240e+03
3.1304e-09,3.9027e-06,2.0250e+03
3.1276e-09,3.9013e-06,2.0260e+03
3.1248e-09,3.8999e-06,2.0270e+03
3.1220e-09,3.8985e-06,2.0280e+03
3.1191e-09,3.8971e-06,2.0290e+03
3.1163e-09,3.8958e-06,2.0300e+03
3.1135e-09,3.8945e-06,2.0310e+03
3.1106e-09,3.8932e-06,2.0320e+03
3.1080e-09,3.8920e-06,2.0330e+03
3.1052e-09,3.8908e-06,2.0340e+03
3.1023e-09,3.8897e-06,2.0350e+03
3.0995e-09,3.8886e-06,2.0360e+03
3.0967e-09,3.8876e-06,2.0370e+03
3.0938e-09,3.8866e-06,2.0380e+03
3.0912e-09,3.8857e-06,2.0390e+03
3.0883e-09,3.8849e-06,2.0400e+03
3.0855e-09,3.8842e-06,2.0410e+03
3.0827e-09,3.8836e-06,2.0420e+03
3.0800e-09,3.8830e-06,2.0430e+03
3.0772e-09,3.8826e-06,2.0440e+03
3.0744e-09,3.8822e-06,2.0450e+03
3.0717e-09,3.8820e-06,2.0460e+03
3.0689e-09,3.8818e-06,2.0470e+03
