# Effective beam window function
# The map is already deconvolved by the pixel window,
# so the window function here is the only correction needed.
Bl,ell
0.62398714,1570
0.62361425,1571
0.6232434,1572
0.62287045,1573
0.6224962,1574
0.6221149,1575
0.6217402,1576
0.6213681,1577
0.6209896,1578
0.62061465,1579
0.62024087,1580
0.61986756,1581
0.6194976,1582
0.61912197,1583
0.6187432,1584
0.6183749,1585
0.6180025,1586
0.61763066,1587
0.6172553,1588
0.6168886,1589
0.61651015,1590
0.6161329,1591
0.6157568,1592
0.61538154,1593
0.61500907,1594
0.6146337,1595
0.61426765,1596
0.6138943,1597
0.61352324,1598
0.6131502,1599
0.61278063,1600
0.61241317,1601
0.612049,1602
0.61167794,1603
0.61129844,1604
0.6109213,1605
0.61054105,1606
0.6101641,1607
0.6097925,1608
0.60942084,1609
0.6090436,1610
0.60866916,1611
0.6082937,1612
0.6079213,1613
0.60754675,1614
0.60717255,1615
0.6068005,1616
0.60642284,1617
0.60604954,1618
0.60567826,1619
0.6053132,1620
0.60493827,1621
0.60456645,1622
0.6041851,1623
0.60381645,1624
0.6034458,1625
0.60307324,1626
0.60270417,1627
0.60232514,1628
0.60195583,1629
0.601582,1630
0.6012147,1631
0.60084474,1632
0.6004706,1633
0.60009533,1634
0.5997311,1635
0.5993585,1636
0.5989822,1637
0.5986112,1638
0.59823024,1639
0.59784985,1640
0.5974703,1641
0.5970923,1642
0.59671915,1643
0.59634024,1644
0.59596264,1645
0.59559274,1646
0.5952179,1647
0.594849,1648
0.59447205,1649
0.59410495,1650
0.5937303,1651
